journal_name	abbr_name	issn	eissn	impact_factor	impact_factor_5_year	category	jcr_quartile	rank	total_num_of_journals
NIPPON SUISAN GAKKAISHI	NIPPON SUISAN GAKK	0021-5392	1349-998X	0.5	0.3	FISHERIES	Q4	55	62
NOVON	NOVON	1055-3177	1945-6174	0.5	0.4	PLANT SCIENCES	Q4	244	265
P-Adic Numbers Ultrametric Analysis and Applications	P-ADIC NUMBERS ULTRA	2070-0466	2070-0474	0.5	0.5	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS	Q4	118	135
Primenjena Psihologija	PRIMENJ PSIHOL	1821-0147	2334-7287	0.5	0.4	PSYCHOLOGY, MULTIDISCIPLINARY	Q4	181	218
Psychology-Journal of the Higher School of Economics	PSYCHOL-J HIGH SCH E	1813-8918	1813-8918	0.5	0.4	PSYCHOLOGY, MULTIDISCIPLINARY	Q4	181	218
Revista de Investigacion en Educacion	REV INVEST EDUC-PONT	1697-5200	2172-3427	0.5	0.7	EDUCATION & EDUCATIONAL RESEARCH	Q4	579	756
Revista Espanola de Discapacidad-REDIS	REV ESP DISCAPAC-RED	2340-5104	2340-5104	0.5	0.6	REHABILITATION	Q4	153	169
Sport in History	SPORT HIST	1746-0263	1746-0271	0.5	0.7	HOSPITALITY, LEISURE, SPORT & TOURISM	Q4	121	139
TRAVAIL HUMAIN	TRAV HUMAIN	0041-1868	2104-3663	0.5	0.8	PSYCHOLOGY, APPLIED	Q4	104	113
Urology Case Reports	UROL CASE REP		2214-4420	0.5	0.5	UROLOGY & NEPHROLOGY	Q4	113	126
Zeitschrift fur Neuropsychologie	Z NEUROPSYCHOL	1016-264X	1664-2902	0.5	0.4	PSYCHOLOGY	Q4	85	92
Annals of Joint	ANN JOINT	2415-6809	2415-6809	0.5	0.6	ORTHOPEDICS	Q4	118	136
AUTOMATIC DOCUMENTATION AND MATHEMATICAL LINGUISTICS	AUTOMAT DOC MATH LIN	0005-1055	1934-8371	0.5	0.4	COMPUTER SCIENCE, INFORMATION SYSTEMS	Q4	229	249
Bulletin of the Mineral Research and Exploration	B MINER RES EXPLOR	0026-4563	0026-4563	0.5	0.6	GEOSCIENCES, MULTIDISCIPLINARY	Q4	229	253
Cuadernos de Relaciones Laborales	CUAD RELAC LABOR	1131-8635	1988-2572	0.5	0.6	INDUSTRIAL RELATIONS & LABOR	Q4	41	49
Finisterra-Revista Portuguesa de Geografia	FINISTERRA	0430-5027	2182-2905	0.5	0.6	GEOGRAPHY	Q3	123	171
Geofisica Internacional	GEOFIS INT	0016-7169	2954-436X	0.5	0.7	GEOCHEMISTRY & GEOPHYSICS	Q4	95	101
Gomal Journal of Medical Sciences	GOMAL J MED SCI	1819-7973	1997-2067	0.5	0.5	MEDICINE, GENERAL & INTERNAL	Q3	228	325
International Journal of Value Chain Management	INT J VALUE CHAIN MA	1741-5357	1741-5365	0.5	0.7	MANAGEMENT	Q4	361	401
Iranian Journal of Psychiatry and Clinical Psychology	IRAN J PSYCHIAT CLIN	1735-4315	2228-7515	0.5	0.6	PSYCHIATRY	Q4	247	276
Journal of Astronomical History and Heritage	J ASTRON HIST HERIT	1440-2807	1440-2807	0.5	0.5	ASTRONOMY & ASTROPHYSICS	Q4	77	84
Journal of East European Management Studies	J E EUR MANAG STUD	0949-6181	1862-0019	0.5	0.6	MANAGEMENT	Q4	361	401
Journal of Verification, Validation and Uncertainty Quantification	J VERIF VALID UNCERT	2377-2158	2377-2166	0.5		ENGINEERING, MULTIDISCIPLINARY	Q4	141	179
Latin American Economic Review	LAT AM ECON REV	2198-3526	2196-436X	0.5	2.1	ECONOMICS	Q4	489	597
Latvian Journal of Physics and Technical Sciences	LATV J PHYS TECH SCI	0868-8257	2255-8896	0.5	0.6	PHYSICS, APPLIED	Q4	175	179
Mineralogical Journal-Ukraine	MINER J-UKRAINE	2519-2396	2519-447X	0.5	0.4	MINERALOGY	Q4	29	30
MITTEILUNGEN KLOSTERNEUBURG	MITT KLOSTERNEUBURG	0007-5922	0007-5922	0.5	0.6	HORTICULTURE	Q4	34	38
Open Astronomy	OPEN ASTRON		2543-6376	0.5	0.6	ASTRONOMY & ASTROPHYSICS	Q4	77	84
Pneumon	PNEUMON	1105-848X	1791-4914	0.5	0.3	RESPIRATORY SYSTEM	Q4	92	100
PSIKHOLOGICHESKII ZHURNAL	PSIKHOL ZH	0205-9592		0.5	0.4	PSYCHOLOGY, MULTIDISCIPLINARY	Q4	181	218
Psychiatry and Clinical Psychopharmacology	PSYCHIAT CLIN PSYCH	2475-0573	2475-0581	0.5	1.2	PSYCHIATRY	Q4	247	276
Russian Journal of Developmental Biology	RUSS J DEV BIOL+	1062-3604	1608-3326	0.5	0.6	DEVELOPMENTAL BIOLOGY	Q4	39	39
Saudi Journal of Kidney Diseases and Transplantation	SAUDI J KIDNEY DIS T	1319-2442	2320-3838	0.5	0.7	UROLOGY & NEPHROLOGY	Q4	113	126
Scientific Annals of Computer Science	SCI ANN COMPUT SCI	1843-8121	1843-8121	0.5	0.3	COMPUTER SCIENCE, THEORY & METHODS	Q4	128	143
Upravlenets-The Manager	UPRAVLENETS	2218-5003	2218-5003	0.5	0.4	MANAGEMENT	Q4	361	401
Acta Bioethica	ACTA BIOETH	0717-5906	1726-569X	0.5	0.5	SOCIAL SCIENCES, BIOMEDICAL	Q4	44	46
ARYA Atherosclerosis	ARYA ATHEROSCLER	1735-3955	2251-6638	0.5	0.9	CARDIAC & CARDIOVASCULAR SYSTEMS	Q4	198	220
Athenea Digital	ATHENEA DIGIT	1578-8946	1578-8946	0.5	0.5	SOCIAL SCIENCES, INTERDISCIPLINARY	Q3	166	263
B E Journal of Macroeconomics	BE J MACROECON	2194-6116	1935-1690	0.5	0.4	ECONOMICS	Q4	489	597
Balkan Journal of Medical Genetics	BALK J MED GENET	1311-0160	2199-5761	0.5	0.6	GENETICS & HEREDITY	Q4	185	191
Bautechnik	BAUTECHNIK	0932-8351	1437-0999	0.5	0.4	ENGINEERING, CIVIL	Q4	164	181
Cardiothoracic Surgeon	CARDIOTHORAC SURG	2636-333X	2662-2203	0.5		CARDIAC & CARDIOVASCULAR SYSTEMS	Q4	198	220
Case Reports in Gastroenterology	CASE REP GASTROENTER		1662-0631	0.5		GASTROENTEROLOGY & HEPATOLOGY	Q4	134	143
China Quarterly of International Strategic Studies	CHINA Q INT STRATEG	2377-7400	2377-7419	0.5	1.2	POLITICAL SCIENCE	Q4	242	317
CYBERNETICS AND SYSTEMS ANALYSIS	CYBERN SYST ANAL+	1060-0396	1573-8337	0.5	0.5	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS	Q4	118	135
Economia Agraria y Recursos Naturales	ECON AGRAR RECUR NAT	1578-0732	2174-7350	0.5	1.1	ECONOMICS	Q4	489	597
EGE ACADEMIC REVIEW	EGE ACAD REV	1303-099X	1303-099X	0.5	0.4	ECONOMICS	Q4	489	597
Ekonomski Vjesnik	EKON VJESN	0353-359X	1847-2206	0.5	0.4	ECONOMICS	Q4	489	597
Electrical Control and Communication Engineering	ELECTR CONTROL COMMU	2255-9140	2255-9159	0.5	0.6	ENGINEERING, ELECTRICAL & ELECTRONIC	Q4	329	352
Elektrotechnik und Informationstechnik	ELEKTROTECH INFORMAT	0932-383X	1613-7620	0.5	0.6	ENGINEERING, ELECTRICAL & ELECTRONIC	Q4	329	352
Forensic Science International Genetics Supplement Series	FORENS SCI INT-GEN S	1875-1768	1875-175X	0.5	0.4	GENETICS & HEREDITY	Q4	185	191
Foundations and Trends in Marketing	FOUND TRENDS MARKET	1555-0753	1555-0761	0.5	1.1	BUSINESS	Q4	273	302
Geotechnik	GEOTECHNIK	0172-6145	2190-6653	0.5	0.5	ENGINEERING, GEOLOGICAL	Q4	55	63
International Cancer Conference Journal	INT CANCER CONF J	2192-3183	2192-3183	0.5	0.6	ONCOLOGY	Q4	302	322
International Journal of Critical Infrastructures	INT J CRIT INFRASTRU	1475-3219	1741-8038	0.5	0.7	ENGINEERING, MULTIDISCIPLINARY	Q4	141	179
International Journal of Embedded and Real-Time Communication Systems (IJERTCS)	INT J EMBED REAL-TIM	1947-3176	1947-3184	0.5		TELECOMMUNICATIONS	Q4	112	119
Istanbul Journal of Pharmacy	ISTANB J PHARM		2587-2087	0.5	0.6	PHARMACOLOGY & PHARMACY	Q4	331	354
Journal of Agricultural Extension	J AGRIC EXT	1119-944X	2408-6851	0.5	0.5	AGRONOMY	Q4	100	125
Journal of ICT Research and Applications	J ICT RES APPL	2337-5787	2338-5499	0.5	0.4	COMPUTER SCIENCE, INFORMATION SYSTEMS	Q4	229	249
Journal of Medicinal Plants and By-products-JMPB	J MED PLANTS BY-PROD	2322-1399	2588-3739	0.5	0.6	PLANT SCIENCES	Q4	244	265
Journal of the Serbian Society for Computational Mechanics	J SERB SOC COMPUT ME	1820-6530	1820-6530	0.5	0.7	ENGINEERING, MULTIDISCIPLINARY	Q4	141	179
KARDIOLOGIYA	KARDIOLOGIYA	0022-9040		0.5	0.4	CARDIAC & CARDIOVASCULAR SYSTEMS	Q4	198	220
NORTHEASTERN NATURALIST	NORTHEAST NAT	1092-6194	1938-5307	0.5	0.6	ECOLOGY	Q4	181	195
Problems of Atomic Science and Technology	PROBL ATOM SCI TECH	1562-6016	1562-6016	0.5	0.3	PHYSICS, NUCLEAR	Q4	20	22
Quality-Access to Success	QUAL-ACCESS SUCCESS	1582-2559	2668-4861	0.5	0.5	MANAGEMENT	Q4	361	401
Regulatory Mechanisms in Biosystems	REGUL MECH BIOSYST	2519-8521	2520-2588	0.5	0.5	BIOLOGY	Q4	93	109
REVISTA COLOMBIANA DE ENTOMOLOGIA	REV COLOMB ENTOMOL	0120-0488	0120-0488	0.5	0.6	ENTOMOLOGY	Q4	93	109
REVISTA PERUANA DE BIOLOGIA	REV PERUANA BIOL	1561-0837	1727-9933	0.5		BIOLOGY	Q4	93	109
Revista Romana de Medicina de Laborator	REV ROMANA MED LAB	1841-6624	2284-5623	0.5	0.5	MEDICINE, RESEARCH & EXPERIMENTAL	Q4	173	189
REVMAR-Revista Ciencias Marinas y Costeras	REVMAR-REV CIENC MAR	1659-407X	1659-407X	0.5	0.5	MARINE & FRESHWATER BIOLOGY	Q4	107	119
SAINS TANAH	SAINS TANAH	1412-3606	2356-1424	0.5		SOIL SCIENCE	Q4	47	49
Scientia Forestalis	SCI FOR	1413-9324	1413-9324	0.5	0.5	FORESTRY	Q4	72	89
Theoretical and Applied Ecology	THEOR APPL ECOL	1995-4301	2618-8406	0.5	0.5	ECOLOGY	Q4	181	195
Trakya University Journal of Natural Sciences	TRAKYA U J NAT SCI		2528-9691	0.5	0.7	MULTIDISCIPLINARY SCIENCES	Q4	104	134
WESTERN NORTH AMERICAN NATURALIST	WEST N AM NATURALIST	1527-0904	1944-8341	0.5	0.5	ECOLOGY	Q4	181	195
World Review of Political Economy	WORLD REV POLIT ECON	2042-891X	2042-8928	0.5	0.5	ECONOMICS	Q4	489	597
Zeitschrift fur Tourismuswissenschaft	Z TOUR	1867-9501	2366-0406	0.5	0.4	HOSPITALITY, LEISURE, SPORT & TOURISM	Q4	121	139
Acta Geotechnica Slovenica	ACTA GEOTECH SLOV	1854-0171	1854-0171	0.5	0.6	ENGINEERING, GEOLOGICAL	Q4	55	63
Advances in Electrical and Electronic Engineering	ADV ELECTR ELECTRON	1336-1376	1804-3119	0.5	0.5	ENGINEERING, ELECTRICAL & ELECTRONIC	Q4	329	352
Bewegungstherapie und Gesundheitssport	BEWEGUNGSTHERAPIE GE	1613-0863	1613-3269	0.5	0.3	SPORT SCIENCES	Q4	114	127
BIOLOGY BULLETIN	BIOL BULL+	1062-3590	1608-3059	0.5	0.5	BIOLOGY	Q4	93	109
British Journal of Psychotherapy	BRIT J PSYCHOTHER	0265-9883	1752-0118	0.5	0.5	PSYCHIATRY	Q4	247	276
CT&F-Ciencia Tecnologia y Futuro	CT F-CIENC TECN FUT	0122-5383		0.5	0.6	ENGINEERING, PETROLEUM	Q4	22	23
Current Journal of Neurology	CURR J NEUROL	2717-011X	2717-011X	0.5	0.6	CLINICAL NEUROLOGY	Q4	262	277
Doxa Comunicacion	DOXA COMUN	1696-019X	2386-3978	0.5	0.8	COMMUNICATION	Q4	179	227
Ekonomska Misao i Praksa-Economic Thought and Practice	EKON MISAO PRAKSA	1330-1039	1848-963X	0.5	0.4	ECONOMICS	Q4	489	597
International Journal of Grid and Utility Computing	INT J GRID UTIL COMP	1741-847X	1741-8488	0.5	0.4	COMPUTER SCIENCE, INFORMATION SYSTEMS	Q4	229	249
International Journal of Heavy Vehicle Systems	INT J HEAVY VEH SYST	1744-232X	1741-5152	0.5	0.8	TRANSPORTATION SCIENCE & TECHNOLOGY	Q4	67	72
International Journal of Manufacturing Materials and Mechanical Engineering	INT J MANUF MATER ME	2156-1680	2156-1672	0.5	0.5	ENGINEERING, MANUFACTURING	Q4	66	68
Internet Journal of Allied Health Sciences and Practice	INTERNET J ALLIED HE	1540-580X	1540-580X	0.5	0.6	HEALTH CARE SCIENCES & SERVICES	Q4	161	174
Istanbul Business Research	ISTANB BUS RES		2630-5488	0.5	0.6	BUSINESS, FINANCE	Q4	195	231
Jokull	JOKULL	0449-0576	0449-0576	0.5	0.5	GEOSCIENCES, MULTIDISCIPLINARY	Q4	229	253
Journal of Applied Mechanics and Technical Physics	J APPL MECH TECH PH+	0021-8944	1573-8620	0.5	0.6	PHYSICS, APPLIED	Q4	175	179
Journal of Biomimetics Biomaterials and Biomedical Engineering	J BIOMIM BIOMATER BI	2296-9837	2296-9845	0.5	0.6	ENGINEERING, BIOMEDICAL	Q4	120	122
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL	J COMPUT SYS SC INT+	1064-2307	1555-6530	0.5	0.5	COMPUTER SCIENCE, THEORY & METHODS	Q4	128	143
Journal of Electrical Systems	J ELECTR SYST	1112-5209	1112-5209	0.5	0.5	ENGINEERING, ELECTRICAL & ELECTRONIC	Q4	329	352
Journal of Friction and Wear	J FRICT WEAR+	1068-3666	1934-9386	0.5	0.6	MATERIALS SCIENCE, MULTIDISCIPLINARY	Q4	421	438
Journal of Mathematical and Fundamental Sciences	J MATH FUNDAM SCI	2337-5760	2337-5760	0.5	0.6	MULTIDISCIPLINARY SCIENCES	Q4	104	134
Jundishapur Journal of Microbiology	JUNDISHAPUR J MICROB	2008-3645	2008-4161	0.5	0.6	MICROBIOLOGY	Q4	155	161
Medical Journal of Indonesia	MED J INDONES	0853-1773	2252-8083	0.5	0.6	MEDICINE, GENERAL & INTERNAL	Q3	228	325
NORTHWEST SCIENCE	NORTHWEST SCI	0029-344X	2161-9859	0.5	0.7	ECOLOGY	Q4	181	195
Optoelectronics Instrumentation and Data Processing	OPTOELECTRON INSTRUM	8756-6990	1934-7944	0.5	0.5	PHYSICS, MULTIDISCIPLINARY	Q4	91	110
Pomorstvo-Scientific Journal of Maritime Research	POMORSTVO	1332-0718	1846-8438	0.5	0.6	TRANSPORTATION	Q4	54	57
Practical Diabetes	PRACT DIABETES	2047-2897	2047-2900	0.5	0.6	ENDOCRINOLOGY & METABOLISM	Q4	174	186
REICE-Revista Electronica de Investigacion en Ciencias Economicas	REICE-REV ELECTRON I	2308-782X	2308-782X	0.5	0.5	ECONOMICS	Q4	489	597
Revista de Derecho Politico	REV DERECHO POLIT	0211-979X	2174-5625	0.5	0.4	LAW	Q3	211	421
Revista de Urbanismo	REV URBAN	0717-5051	0717-5051	0.5	0.7	URBAN STUDIES	Q4	64	77
REVUE DES MALADIES RESPIRATOIRES	REV MAL RESPIR	0761-8425	1776-2588	0.5	0.6	RESPIRATORY SYSTEM	Q4	92	100
Roads and Bridges-Drogi i Mosty	ROADS BRIDGES	1643-1618	2449-769X	0.5	0.7	CONSTRUCTION & BUILDING TECHNOLOGY	Q4	79	91
SAE International Journal of Passenger Vehicle Systems	SAE INT J PASS VEH S	2770-3460	2770-3479	0.5	0.5	TRANSPORTATION SCIENCE & TECHNOLOGY	Q4	67	72
Scientia Sinica-Physica Mechanica & Astronomica	SCI SIN-PHYS MECH AS	1674-7275	2095-9478	0.5	0.6	PHYSICS, MULTIDISCIPLINARY	Q4	91	110
Scientific Journals of the Maritime University of Szczecin-Zeszyty Naukowe Akademii Morskiej w Szczecinie	SCI J MARIT UNIV SZC	1733-8670	2392-0378	0.5	0.4	ENGINEERING, MARINE	Q4	22	25
Transport Problems	TRANSP PROBL	1896-0596	2300-861X	0.5	0.5	TRANSPORTATION SCIENCE & TECHNOLOGY	Q4	67	72
Activitas Nervosa Superior Rediviva	ACT NERV SUPER REDIV	1337-933X	1338-4015	0.5	0.3	CLINICAL NEUROLOGY	Q4	262	277
Almatourism-Journal of Tourism Culture and Territorial Development	ALMATOURISM	2036-5195	2036-5195	0.5	0.6	HOSPITALITY, LEISURE, SPORT & TOURISM	Q4	121	139
Architecture Civil Engineering Environment	ARCHIT CIV ENG ENVIR	1899-0142	2720-6947	0.5	0.5	ENGINEERING, CIVIL	Q4	164	181
Carpathian Journal of Food Science and Technology	CARPATHIAN J FOOD SC	2066-6845	2344-5459	0.5	0.5	FOOD SCIENCE & TECHNOLOGY	Q4	162	173
Cement Wapno Beton	CEM WAPNO BETON	1425-8129		0.5	0.4	MATERIALS SCIENCE, COMPOSITES	Q4	32	35
Central European Journal of Economic Modelling and Econometrics	CENT EUR J ECONOM MO	2080-0886	2080-119X	0.5	0.3	ECONOMICS	Q4	489	597
Epitoanyag-Journal of Silicate Based and Composite Materials	EPITOANYAG	0013-970X	0013-970X	0.5	0.5	MATERIALS SCIENCE, COMPOSITES	Q4	32	35
EQA-International Journal of Environmental Quality	EQA-INT J ENVIRON QU	2039-9898	2281-4485	0.5	0.6	ENVIRONMENTAL SCIENCES	Q4	343	358
Feminismo-s	FEMINISMO-S		1989-9998	0.5	0.4	WOMENS STUDIES	Q3	48	66
Geoadria	GEOADRIA	1331-2294	1848-9710	0.5	0.6	GEOGRAPHY	Q3	123	171
Indian Journal of Rheumatology	INDIAN J RHEUMATOL	0973-3698	0973-3701	0.5	0.5	RHEUMATOLOGY	Q4	54	57
International Journal of Angiology	INT J ANGIOL	1061-1711	1615-5939	0.5	0.9	PERIPHERAL VASCULAR DISEASE	Q4	87	96
INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES	INT J GLOBAL ENERGY	0954-7118	1741-5128	0.5	0.5	ENVIRONMENTAL STUDIES	Q4	169	182
International Journal on Smart Sensing and Intelligent Systems	INT J SMART SENS INT	1178-5608	1178-5608	0.5	0.9	ENGINEERING, ELECTRICAL & ELECTRONIC	Q4	329	352
Izvestiya Vysshikh Uchebnykh Zavedeniy-Prikladnaya Nelineynaya Dinamika	IZV VUZ-PRIKL NELINE	0869-6632	2542-1905	0.5	0.4	PHYSICS, MULTIDISCIPLINARY	Q4	91	110
Journal of Biological Research-Bollettino della Societa Italiana di Biologia Sperimentale	J BIOL RES-BOLL SOC	1826-8838	2284-0230	0.5	0.7	BIOLOGY	Q4	93	109
Journal of New Zealand Studies	J N Z STUD	1176-306X	2324-3740	0.5	0.3	SOCIAL SCIENCES, INTERDISCIPLINARY	Q3	166	263
JOURNAL OF OPTICAL TECHNOLOGY	J OPT TECHNOL+	1070-9762	1091-0786	0.5	0.3	OPTICS	Q4	114	119
Journal of Planning History	J PLAN HIST	1538-5132	1552-6585	0.5	0.6	REGIONAL & URBAN PLANNING	Q4	52	54
Kinematics and Physics of Celestial Bodies	KINEMAT PHYS CELEST+	0884-5913	1934-8401	0.5	0.5	ASTRONOMY & ASTROPHYSICS	Q4	77	84
Nutrition Clinique et Metabolisme	NUTR CLIN METAB	0985-0562	1768-3092	0.5	0.4	NUTRITION & DIETETICS	Q4	101	114
Optoelectronics and Advanced Materials-Rapid Communications	OPTOELECTRON ADV MAT	1842-6573	2065-3824	0.5	0.3	OPTICS	Q4	114	119
Oxford Medical Case Reports	OXF MED CASE REP	2053-8855	2053-8855	0.5	0.6	MEDICINE, GENERAL & INTERNAL	Q3	228	325
Paginas de Educacion	PAGINAS EDUC	1688-5287	1688-7468	0.5	0.6	EDUCATION & EDUCATIONAL RESEARCH	Q4	579	756
Papeles del CEIC-International Journal on Collective Identity Research	PAPEL CEIC	1695-6494	1695-6494	0.5	0.7	SOCIAL ISSUES	Q3	50	67
Pasos-Revista de Turismo y Patrimonio Cultural	PASOS	1695-7121	1695-7121	0.5	0.6	HOSPITALITY, LEISURE, SPORT & TOURISM	Q4	121	139
Przeglad Dermatologiczny	PRZ DERMATOL	0033-2526	2084-9893	0.5	0.5	DERMATOLOGY	Q4	84	94
QUIMICA NOVA	QUIM NOVA	0100-4042	1678-7064	0.5	0.8	CHEMISTRY, MULTIDISCIPLINARY	Q4	206	230
RAE-Revista de Administracao de Empresas	RAE-REV ADMIN EMPRES	0034-7590	2178-938X	0.5	0.9	MANAGEMENT	Q4	361	401
Revista Brasileira de Geomorfologia	REV BRAS GEOMORFOL	1519-1540	2236-5664	0.5	0.7	GEOGRAPHY, PHYSICAL	Q4	59	65
Revista Iberoamericana de Psicologia del Ejercicio y el Deporte	REV IBEROAM PSICOL E	1886-8576	2340-7700	0.5	0.6	PSYCHOLOGY, APPLIED	Q4	104	113
REVISTA MEDICA DE CHILE	REV MED CHILE	0034-9887	0717-6163	0.5	0.7	MEDICINE, GENERAL & INTERNAL	Q3	228	325
Saude e Sociedade	SAUDE SOC-SAO PAULO	0104-1290	1984-0470	0.5	0.6	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	Q4	378	403
Scientific Papers-Series A-Agronomy	SCI PAP-SER A-AGRON	2285-5785	2285-5807	0.5	0.4	AGRONOMY	Q4	100	125
SMART-Journal of Business Management Studies	SMART-J BUS MANAG ST	0973-1598	2321-2012	0.5	0.4	MANAGEMENT	Q4	361	401
Thermophysics and Aeromechanics	THERMOPHYS AEROMECH+	0869-8643	1531-8699	0.5	0.5	THERMODYNAMICS	Q4	73	76
Transinformacao	TRANSINFORMACAO	0103-3786		0.5	0.7	INFORMATION SCIENCE & LIBRARY SCIENCE	Q3	120	160
Urologie	UROLOGIE	2731-7064	2731-7072	0.5	0.5	UROLOGY & NEPHROLOGY	Q4	113	126
AGROCIENCIA	AGROCIENCIA-MEXICO	1405-3195	2521-9766	0.5	0.6	AGRICULTURE, MULTIDISCIPLINARY	Q4	67	89
AMERICAN SCIENTIST	AM SCI	0003-0996	1545-2786	0.5	0.6	MULTIDISCIPLINARY SCIENCES	Q4	104	134
ANASTHESIOLOGIE & INTENSIVMEDIZIN	ANASTH INTENSIVMED	0170-5334	1439-0256	0.5	0.4	CRITICAL CARE MEDICINE	Q4	47	54
Biotecnia	BIOTECNIA	1665-1456	1665-1456	0.5	0.5	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	Q4	169	174
CARIBBEAN JOURNAL OF SCIENCE	CARIBB J SCI	0008-6452	0008-6452	0.5	0.5	BIODIVERSITY CONSERVATION	Q4	69	74
Chemija	CHEMIJA	0235-7216	0235-7216	0.5	0.6	CHEMISTRY, MULTIDISCIPLINARY	Q4	206	230
Composites Theory and Practice	COMPOS THEORY PRACT	2084-6096	2299-128X	0.5	0.4	MATERIALS SCIENCE, COMPOSITES	Q4	32	35
Cuaternario y Geomorfologia	CUATERN GEOMORFOL	0214-1744	0214-1744	0.5	0.4	GEOLOGY	Q4	47	60
Eurasian Chemico-Technological Journal	EURASIAN CHEM-TECHNO	1562-3920	1562-3920	0.5	0.7	CHEMISTRY, MULTIDISCIPLINARY	Q4	206	230
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY	EUR J GYNAECOL ONCOL	0392-2936	2709-0086	0.5	0.3	ONCOLOGY	Q4	302	322
Galen Medical Journal	GALEN MED J	2588-2767	2322-2379	0.5	0.9	MEDICINE, RESEARCH & EXPERIMENTAL	Q4	173	189
International Energy Journal	INT ENERGY J	1513-718X	1513-718X	0.5	0.7	ENERGY & FUELS	Q4	164	170
Journal of Applied Sport Management	J APPL SPORT MANAG	2327-0179	2327-0187	0.5	0.7	HOSPITALITY, LEISURE, SPORT & TOURISM	Q4	121	139
Journal of Health and Safety at Work	J HEALTH SAF WORK	2251-807X	2383-2088	0.5	0.5	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	Q4	378	403
Journal of Research Administration	J RES ADMIN	1539-1590	1539-1590	0.5	0.7	MANAGEMENT	Q4	361	401
Journal of Semiconductor Technology and Science	J SEMICOND TECH SCI	1598-1657	2233-4866	0.5	0.3	PHYSICS, APPLIED	Q4	175	179
Journal of the Japan Institute of Metals and Materials	J JPN I MET MATER	0021-4876	1880-6880	0.5	0.4	METALLURGY & METALLURGICAL ENGINEERING	Q4	83	90
MEASUREMENT TECHNIQUES	MEAS TECH+	0543-1972	1573-8906	0.5	0.4	INSTRUMENTS & INSTRUMENTATION	Q4	73	76
Neurochemical Journal	NEUROCHEM J+	1819-7124	1819-7132	0.5	0.5	NEUROSCIENCES	Q4	301	310
Perspectives on Global Development and Technology	PERSPECT GLOB DEV TE	1569-1500	1569-1497	0.5	0.4	DEVELOPMENT STUDIES	Q4	60	63
Research and Reviews in Parkinsonism	RES REV PARKINSONISM		2624-3733	0.5	1.3	CLINICAL NEUROLOGY	Q4	262	277
Revista Brasileira de Ciencias Ambientais	REV BRAS CIENC AMBIE	1808-4524	2176-9478	0.5		ENVIRONMENTAL STUDIES	Q4	169	182
Revista Chilena de Nutricion	REV CHIL NUTR	0717-7518	0717-7518	0.5	0.6	NUTRITION & DIETETICS	Q4	101	114
Romanian Journal of Information Technology and Automatic Control-Revista Romana de Informatica si Automatica	ROM J INF TECH AUT C	1220-1758	1841-4303	0.5	0.4	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS	Q4	160	169
STAPS-Sciences et Techniques des Activites Physiques et Sportives	STAPS-SCI TECH ACT P	0247-106X	1782-1568	0.5	0.4	SOCIAL SCIENCES, INTERDISCIPLINARY	Q3	166	263
AMERICAN CERAMIC SOCIETY BULLETIN	AM CERAM SOC BULL	0002-7812	1945-2705	0.5	0.8	MATERIALS SCIENCE, CERAMICS	Q4	27	31
Boletim Paranaense de Geociencias	BOL PARANA GEOCIENC	0067-964X	0067-964X	0.5	0.3	GEOSCIENCES, MULTIDISCIPLINARY	Q4	229	253
EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE	EPIDEMIOL MIKROBI IM	1210-7913		0.5	0.4	MICROBIOLOGY	Q4	155	161
Ethiopian Journal of Health Development	ETHIOP J HEALTH DEV	1021-6790	1021-6790	0.5	0.6	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	Q4	378	403
FIBRE CHEMISTRY	FIBRE CHEM+	0015-0541	1573-8493	0.5	0.5	MATERIALS SCIENCE, TEXTILES	Q4	26	29
Inorganic Materials-Applied Research	INORG MATER-APPL RES	2075-1133	2075-115X	0.5		MATERIALS SCIENCE, MULTIDISCIPLINARY	Q4	421	438
International Journal of Self-Propagating High-Temperature Synthesis	INT J SELF-PROPAG HI	1061-3862	1934-788X	0.5	0.6	MATERIALS SCIENCE, MULTIDISCIPLINARY	Q4	421	438
ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES	ISR J PSYCHIATR REL	0333-7308	0333-7308	0.5	0.5	PSYCHIATRY	Q4	247	276
Journal of Ceramic Science and Technology	J CERAM SCI TECHNOL	2190-9385	2190-9385	0.5	0.7	MATERIALS SCIENCE, CERAMICS	Q4	27	31
JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION	J AM PODIAT MED ASSN	8750-7315	1930-8264	0.5	0.7	ORTHOPEDICS	Q4	118	136
